odiNumber,dateComplaintFiled,make,model,modelYear,components,crash,fire,numberOfInjuries,numberOfDeaths,summary
11607660,08/09/2024,HYUNDAI,SONATA,2021,POWER TRAIN,False,False,0,0,Issue with DCT transmission. Unknown remedy
11606204,08/02/2024,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,"UNKNOWN  Wednesday 7-3-24 I was driving on an interstate at night, going approximately 74mph and my car totally powered down and powered back on with no warnings. Everything on the dashboard and display screen went black. This was totally random and has never happened before. I’m a second owner, previously owned by a rental car corporation.  I have no idea if there has been previous recalls that have not been repaired or not."
11603481,07/19/2024,HYUNDAI,SONATA,2021,"POWER TRAIN,ENGINE,FUEL/PROPULSION SYSTEM",False,False,0,0,"I have been to the dealership on three separate occasions due to the engine misfiring. Two ignition coils have been replaced so far and I recently returned to the dealership for the same issue. This time however, not only did the engine light come on but I went from a full tank to less than a quarter of a tank and the engine is making backfiring sounds. At that time the dealership said that they could not recreate the issue, I got my oil changed and went home. That was a week ago, I am back at t"
11590388,05/23/2024,HYUNDAI,SONATA,2021,ENGINE AND ENGINE COOLING,False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact stated while driving 15 MPH, the contact noticed that the passenger’s side rear seat level had become elevated. The contact stated that his daughter who was seated in the child seat head had started touching the top of the sunroof. The contact became aware of a gasoline odor coming from the engine. The contact also became aware that the vehicle was consuming an abnormal amount of gasoline. There was no warning light illuminated. The vehicle was"
11585188,04/25/2024,HYUNDAI,SONATA,2021,"POWER TRAIN,VEHICLE SPEED CONTROL",False,False,0,0,"Vehicle began to lose power while on highway. The loss of power occurred for a few seconds, then came back. Shortly after, the RPM began changing uncontrollably. Tried shifting to manual control using paddle shifters and was able to maintain steady RPM until vehicle software switched back to automatic and RPM swung crazy again. Endangered other vehicles on road due to loss of power and fluctuations of transmission. Once parked, vehicle did not change to neutral, drive, reverse. Both manufacturer"
11583054,04/15/2024,HYUNDAI,SONATA,2021,ELECTRICAL SYSTEM,False,False,0,0,"Infotainment center won't switch to Radio. No signal for AM/FM or Satellite.  Then HVAC system stopped blowing. No defrost, won't blow heat or AC. Blower motors been tested and works, blower motor resister replaced. Everyone I talk to is saying it's an electrical, connection issue."
11579000,03/22/2024,HYUNDAI,SONATA,2021,ENGINE,False,False,0,0,faulty engine thermostat
11576439,03/10/2024,HYUNDAI,SONATA,2021,"UNKNOWN OR OTHER,FUEL/PROPULSION SYSTEM",True,False,0,0,"WAS PARKED IN BANK PARKING LOT.  STARTED ENGINE,  PLACED CAR IN REVERSE AND CAR ACCELERATED AT A VERY HIGH RATE OF SPEED. (LIKE I WAS IN A DRAG RACE!!)  APPLIED BRAKES, WHICH DID NOT SLOW THE VEHICLE DOWN.  DID NOT STOP UNTIL I RAN INTO A PARKED CAR.  WHOLE INCIDENT TOOK JUST SECONDS. CAR HAD BEEN IN FOR REGULAR SERVICE AT THE DEALERS ON [XXX].  NOW HAS 16,597 MILES ON VEHICLE.   CAR TO BE SERVICED AT RACHELS COLLISION, 720 S NOVA ROAD, DAYTONA BEACH, FL ON MONDAY [XXX]. IF I HAD NOT RAN INTO A "
11559246,12/09/2023,HYUNDAI,SONATA,2021,ENGINE,False,False,0,0,I was on the highway going 60 mph then all of a sudden my vehicles rpm's jumped way up to 8 and completely lost power was on I-45 in Conroe thankfully I was in the slow lane. I have attached pictures of my dash so I could get proof this time. I had to wait 7 minutes for the car to do anything. It also burned all of my engine oil. So had to buy oil for my vehicle. I just had my oil change 3 weeks ago. This has happened before on on the frontage road a few months ago. I have claims open with Hyund
11559210,12/08/2023,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,True,False,0,0,"1. Vehicle Speed Control 2. I was in a friend's driveway with the car in drive with auto hold activated.  Car lunged forward and not able to stop it. Ran into a garage door did substantial damage to home owners property.  I guess we were lucky the door took the impact. 3. I took to dealer today to report and have appointment to have looked at on January 8th.  They have no previous report of this happening. 4. I have contacted my insurance company, but they are just filing a claim. 5. I was talki"
11551474,10/23/2023,HYUNDAI,SONATA,2021,ENGINE,False,False,0,0,I have a 2021 Hyundai Sonata SEL with a Smartstream 2.5L engine w/ GDI & MPI. I have have always heard a loud knocking noise coming from my engine since I got the vehicle when in park. When you are accelerating it hesitates and you can hear a knocking noise.  I have taken it to the dealership multiple times and they were able to feel and hear what I was talking about but ensured me it was fine. Recently it has been a lot worse. On 10/18/2023 I was getting on to the highway from the feeder. I tri
11546386,09/25/2023,HYUNDAI,SONATA,2021,ENGINE,False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact stated while driving 45 MPH, the vehicle inadvertently lost motive power in the middle of the roadway and failed to restart. The vehicle was pushed to the shoulder of the roadway, where the failure persisted. No warning lights were illuminated. The vehicle was towed to the dealer, who determined that there was no oil in the engine, causing the engine to seize. The vehicle was then towed to another dealer, who confirmed the diagnostic results. T"
11546182,09/23/2023,HYUNDAI,SONATA,2021,POWER TRAIN,False,False,0,0,"I took off from the house about  1 mile the car stop in the middle of the road with no warning, lights or anything. Thank God I didn’t get an accident we took the car to the dealer and the dealer telling us it’s not covered by warranty. This is 2021 Hyundai sonata lease with only 44,000 miles my wife is so scared to driving Hyundai anymore. We talk to the dealer they don’t give us loaner car still one week from now they are telling us to pay $13,000 for the repair."
11542222,09/02/2023,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,The car slowly goes forward after releasing the break
11538846,08/16/2023,HYUNDAI,SONATA,2021,POWER TRAIN,False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact stated while driving at an undisclosed speed, the vehicle lost motive power with the oil warning light illuminated. The contact was able to restart the vehicle; however, the failure recurred. The vehicle was not diagnosed or repaired by an independent mechanic or dealer. The manufacturer was not made aware of the failure. The contact related the failure to NHTSA Campaign Number: 22V746000 (Power Train); however, the VIN was not included in the "
11536091,08/02/2023,HYUNDAI,SONATA,2021,SEAT BELTS,False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact stated that while driving at an undisclosed speed, his son complained that the seat belt had tightened and locked and that he was unable to adjust the seat belt. Upon arriving at his destination, the contact stated that attempts to remove the seat belt had failed and the contact decided to cut the seat belt. The vehicle was not taken to the dealer or an independent mechanic. The vehicle was not repaired. The manufacturer was not notified of the"
11534239,07/25/2023,HYUNDAI,SONATA,2021,ELECTRICAL SYSTEM,False,False,0,0,So for the past year and half my cars left turn signal has been working intermittently.  It just stops working and then it starts again.  I have taken it to the dealer many times they changed out signal assembly i have taken many videos show proof.  I am told at the dealer if you dont bring it in when it is not working then they cannot do anything even if i have video proof documenting this issue for the past year this is a serious safety issue that must be addressed.  My next step is to contact
11530147,07/03/2023,HYUNDAI,SONATA,2021,POWER TRAIN,False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact received notification of the NHTSA Campaign Number: 22V746000 (Power Train) however, the contact stated that on numerous occasions while driving at various speeds, the accelerator pedal was depressed however, the vehicle decelerated and went into ""fail-safe"" mode. The vehicle was taken to the dealer where it was diagnosed that the transmission control unit software needed be updated. The vehicle was repaired; however, the failure recurred. Addi"
11527793,06/19/2023,HYUNDAI,SONATA,2021,POWER TRAIN,False,False,0,0,"Took vehicle in for transmission recall on June 12th. After picking up vehicle the vehicle it was shifting harshly. On the 17th my vehicle had a code come up that said to park it and contact the dealership ASAP. Transmission code P1C2D03. The recall was supposed to prevent this, not cause it."
11526847,06/13/2023,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,The ITMS is failing causing engine over heating and loss of acceleration at higher speeds.
